소방서명,서센터명,출동소요시간,시군구명,읍면동명,GIS_X좌표,GIS_Y좌표,현장소방서거리,현장안전센터거리,발화요인대분류명,시설장소대분류명
frstt_nm,ward_nm,dsp_reqre_time,sigungu_nm,emd_nm,gis_x_axis,gis_y_axis,spt_frstt_dist,spt_safe_cnter_dist,ign_fctr_lclas_nm,fclty_place_lclas_nm
영등포소방서,영등포119안전센터,355,영등포구,영등포동,191727.24,545941.24,1.7,1.7,전기적 요인,생활서비스
서대문소방서,북가좌119안전센터,419,서대문구,남가좌동,193086.72,552981.35,2.2,1.2,부주의,주거
도봉소방서,쌍문119안전센터,140,도봉구,쌍문동,202817.0852,561406.4768,1.9,0.8,부주의,주거
용산소방서,이태원119안전센터,309,용산구,이태원동,198912,548860.71,2,1,부주의,생활서비스
동대문소방서,용두119안전센터,309,동대문구,신설동,202204.07,553018.15,4.9,0.9,부주의,기타
강서소방서,발산119안전센터,300,강서구,화곡동,186957.8454,550719.3343,1.1,1.6,미상,자동차/철도차량
강북소방서,미아119안전센터,233,강북구,미아동,202879.29,557098.37,2.6,0.9,부주의,주거
서초소방서,양재119안전센터,149,서초구,양재동,204268.92,541529.45,10,1.8,전기적 요인,주거
관악소방서,관악119안전센터,522,관악구,봉천동,196569.19,541566.49,2.5,2.3,부주의,주거
성북소방서,돈암119안전센터,235,성북구,동선동1가,201563.95,554624.13,3.5,1.5,부주의,생활서비스
종로소방서,연건119안전센터,142,종로구,동숭동,200378.9178,553551.1826,2.5,0.9,부주의,기타
종로소방서,숭인119안전센터,254,종로구,숭인동,202008.55,552834.41,4,0.9,전기적 요인,기타서비스
성북소방서,종암119안전센터,338,성북구,종암동,203296.51,555285.31,2,2,부주의,주거
영등포소방서,대림119안전센터,310,영등포구,대림동,191452.15,543301.91,4.2,1.1,전기적 요인,주거
동작소방서,동작119안전센터,458,동작구,신대방동,191951.08,543083.98,2.1,2.1,전기적 요인,주거
양천소방서,신정119안전센터,320,양천구,신월동,185864.04,546708.4,4.1,2.3,부주의,주거
영등포소방서,당산119안전센터,253,영등포구,당산동1가,191243.87,546891.49,0.7,2,전기적 요인,판매/업무시설
금천소방서,금천119안전센터,354,금천구,독산동,191434.36,540913.17,1,1,전기적 요인,주거
서대문소방서,연희119안전센터,251,서대문구,연희동,193748.6402,552539.7149,2.2,2.2,전기적 요인,판매/업무시설
강서소방서,발산119안전센터,450,강서구,화곡동,185431.67,549141.66,3.5,2.2,전기적 요인,주거
중랑소방서,신내119안전센터,429,중랑구,묵동,207077.66,557419.78,2,2,부주의,생활서비스
송파소방서,거여119안전센터,243,송파구,마천동,213500.69,544079.02,2.5,0.8,부주의,주거
관악소방서,신림119안전센터,240,관악구,신림동,193612.41,542891.44,1.3,4.2,부주의,주거
송파소방서,잠실119안전센터,157,송파구,석촌동,208749.7,544320.32,4.2,2.8,부주의,산업시설
영등포소방서,신길119안전센터,343,영등포구,신길동,192548.28,545932.03,1.8,0.9,부주의,기타
마포소방서,신수119안전센터,210,마포구,상수동,193160.24,549994.22,1.7,1.7,부주의,기타
구로소방서,구로119안전센터,432,구로구,구로동,188701.9749,544059.1964,2.3,2.5,부주의,판매/업무시설
용산소방서,이촌119안전센터,342,용산구,원효로2가,195511.6707,548036.4023,1.5,1.5,교통사고,자동차/철도차량
양천소방서,목동119안전센터,440,양천구,목동,187973.04,549967.83,3.2,3.6,부주의,기타
서대문소방서,연희119안전센터,426,서대문구,대신동,195030.425,551537.6066,3.8,3.8,부주의,자동차/철도차량
동작소방서,백운119안전센터,226,동작구,사당동,196834.01,543391.77,6.3,0.7,부주의,주거
성북소방서,장위119안전센터,400,성북구,장위동,203896.69,556947.25,3.5,1.7,부주의,주거
성북소방서,돈암119안전센터,459,성북구,성북동1가,200258.86,554462.22,4.3,2,전기적 요인,주거
종로소방서,신교119안전센터,344,종로구,신교동,197361.4663,553870.7985,2.3,0.5,부주의,기타
송파소방서,가락119안전센터,434,송파구,가락동,211038.6414,543518.3779,2.3,1.9,부주의,기타
서초소방서,잠원119안전센터,500,서초구,잠원동,201648.4956,545947.6183,3.5,2.5,부주의,기타
강서소방서,발산119안전센터,402,강서구,화곡동,186915.0654,550315.3561,1.4,1.6,부주의,기타
관악소방서,난곡119안전센터,358,관악구,신림동,193263.33,541044.11,3.9,1.2,미상,기타
마포소방서,서교119안전센터,200,마포구,서교동,193621.33,550722.07,1.1,1.6,부주의,판매/업무시설
중부소방서,을지로119안전센터,235,중구,입정동,199491.3913,552057.8756,2.8,2.2,방화,주거
금천소방서,시흥119안전센터,443,금천구,시흥동,191443.33,540022.91,1.5,2,부주의,주거
강남소방서,삼성119안전센터,416,강남구,대치동,205133.92,544222.57,2.1,2.2,부주의,교육시설
서초소방서,방배119안전센터,449,서초구,방배동,199454,542797.61,2.2,2.1,부주의,주거
송파소방서,가락119안전센터,452,송파구,가락동,209803.5703,543717.518,3.1,0.7,부주의,판매/업무시설
성동소방서,행당119안전센터,204,성동구,행당동,203334.6422,551257.1643,1.5,0.5,기계적 요인,판매/업무시설
구로소방서,수궁119안전센터,351,구로구,오류동,185612.8821,543691.1496,2.8,1.4,미상,기타
강동소방서,성내119안전센터,211,강동구,성내동,211036.95,547859.26,0.5,0.5,부주의,기타
강서소방서,등촌119안전센터,445,강서구,등촌동,186422.69,550984.97,1.8,1.7,전기적 요인,생활서비스
마포소방서,서교119안전센터,100,마포구,서교동,192579.3752,550131.9935,2.2,0.2,부주의,기타
양천소방서,신월119안전센터,334,양천구,신월동,185202.9206,549049.593,5.1,2.1,부주의,기타
종로소방서,숭인119안전센터,410,종로구,창신동,201174.0675,552502.648,3,1.7,부주의,기타서비스
동대문소방서,휘경119안전센터,125,동대문구,휘경동,205198.207,554356.0441,4.5,0.7,전기적 요인,생활서비스
관악소방서,관악119안전센터,404,관악구,남현동,198243.4989,541833.6049,4.5,1,부주의,기타
중랑소방서,중화119안전센터,200,중랑구,상봉동,206598.3334,554878.9551,4.1,1.2,부주의,기타
용산소방서,이태원119안전센터,327,용산구,한남동,200315.6461,548206.0025,3.2,0.8,부주의,생활서비스
강동소방서,암사119안전센터,231,강동구,암사동,211489.23,550315.9232,4,0.5,미상,주거
종로소방서,종로119안전센터,201,종로구,돈의동,199173.88,552398.96,1.1,0.5,미상,판매/업무시설
관악소방서,신림119안전센터,343,관악구,신림동,193783.8092,542424.8723,3.8,1.4,전기적 요인,기타
마포소방서,서교119안전센터,330,마포구,서교동,193196.75,550169.37,2.2,1,부주의,생활서비스
은평소방서,역촌119안전센터,227,은평구,역촌동,192881.01,555871.62,3.5,1.2,부주의,주거
강북소방서,삼각산119안전센터,410,강북구,수유동,201328.84,558631.63,4,2,부주의,주거
성동소방서,왕십리119안전센터,305,성동구,용답동,204791.47,551744.66,4,3.6,부주의,기타
동대문소방서,휘경119안전센터,201,동대문구,휘경동,204922.59,554246.05,5.3,0.4,부주의,생활서비스
관악소방서,관악119안전센터,234,관악구,봉천동,195723.67,542227.25,0.8,0.8,부주의,판매/업무시설
강서소방서,화곡119안전센터,450,강서구,화곡동,186644.43,548312.54,4.2,1.7,부주의,기타
관악소방서,관악119안전센터,311,관악구,남현동,197891.65,541840.55,2.5,1.2,전기적 요인,주거
은평소방서,진관119안전센터,356,은평구,대조동,192754.9,556920.88,2.4,1.3,전기적 요인,판매/업무시설
서대문소방서,북가좌119안전센터,254,서대문구,북가좌동,192030.56,553187.68,3.1,0.7,전기적 요인,자동차/철도차량
서대문소방서,북아현119안전센터,132,서대문구,북아현동,196067.68,551518.29,5.3,0.3,부주의,기타
영등포소방서,여의도119안전센터,317,영등포구,여의도동,193932.1675,547203.797,3.1,1.2,전기적 요인,주거
서대문소방서,북아현119안전센터,235,서대문구,북아현동,196171.84,551564.85,5.4,0.5,부주의,주거
금천소방서,금천119안전센터,327,금천구,가산동,190610.74,541642.59,1.5,1.5,부주의,판매/업무시설
마포소방서,서교119안전센터,425,마포구,망원동,191697.32,550712.55,3.6,1.5,부주의,주거
마포소방서,서교119안전센터,139,마포구,서교동,193442.1354,550738.145,1.3,1.3,부주의,생활서비스
동대문소방서,장안119안전센터,303,동대문구,장안동,206333.6385,552143.7117,0.9,0.9,부주의,주거
강북소방서,번동119안전센터,330,강북구,번동,203476.571,558476.0558,1.1,1.1,부주의,주거
관악소방서,관악119안전센터,358,관악구,신림동,194385.24,541903.65,2.1,2.1,전기적 요인,생활서비스
도봉소방서,창동119안전센터,340,도봉구,창동,203353.48,560021.03,2.7,1.1,부주의,주거
강북소방서,삼각산119안전센터,414,강북구,미아동,201485.8,558061.79,3.9,1,부주의,기타
영등포소방서,대림119안전센터,129,영등포구,대림동,190699.7588,544229.4253,3.6,2.1,전기적 요인,주거
동작소방서,백운119안전센터,251,동작구,사당동,197387.1076,542806.3765,7.1,1.4,부주의,생활서비스
노원소방서,공릉119안전센터,107,노원구,공릉동,206682.17,558699.61,1.5,1.2,부주의,주거
성북소방서,돈암119안전센터,249,성북구,보문동7가,201951.26,553307.33,4,2,부주의,생활서비스
도봉소방서,방학119안전센터,308,도봉구,창동,203669.9518,561502.4753,1.4,1.2,전기적 요인,주거
강서소방서,마곡119안전센터,302,강서구,마곡동,185410.2938,551097.8364,3,2.1,미상,자동차/철도차량
강서소방서,개화119안전센터,406,강서구,공항동,183086.5,551042.77,5.3,3,미상,생활서비스
광진소방서,능동119안전센터,420,광진구,자양동,206470.44,548161.65,3.1,2.3,전기적 요인,주거
관악소방서,관악119안전센터,346,관악구,신림동,194947.41,541039.2,1.7,1.7,부주의,주거
강서소방서,등촌119안전센터,309,강서구,염창동,188788.9142,550271.2596,1.5,1.5,전기적 요인,주거
송파소방서,잠실119안전센터,127,송파구,삼전동,208035.94,545161.46,5.5,1.5,방화,생활서비스
강북소방서,미아119안전센터,109,강북구,미아동,202760.95,556966.85,2.9,1,부주의,주거
송파소방서,잠실119안전센터,311,송파구,삼전동,208474.56,545071.31,5.8,1.5,부주의,주거
서초소방서,잠원119안전센터,456,서초구,잠원동,201469.23,545727.35,4.5,3.5,부주의,주거
관악소방서,신림119안전센터,453,관악구,신림동,193891.82,542910.35,3.7,1.6,전기적 요인,판매/업무시설
강남소방서,삼성119안전센터,459,강남구,대치동,205808.8382,544288.9534,2,2,전기적 요인,자동차/철도차량
성동소방서,성수119안전센터,410,성동구,성수동2가,204849.0739,549505.738,3.7,3.5,미상,자동차/철도차량
동작소방서,백운119안전센터,500,동작구,사당동,197614.97,542459.38,7.4,2.1,부주의,주거
강동소방서,고덕119안전센터,229,강동구,고덕동,214327.69,551292.38,6.6,1.9,전기적 요인,생활서비스
서초소방서,서초119안전센터,113,서초구,서초동,202700.2023,542933.7419,5.9,0.6,부주의,생활서비스
은평소방서,역촌119안전센터,258,은평구,갈현동,192526.52,557769.41,1.2,1.2,전기적 요인,주거
서대문소방서,연희119안전센터,100,서대문구,연희동,194264.76,552553.37,0.3,0.3,전기적 요인,생활서비스
광진소방서,능동119안전센터,254,광진구,군자동,206291.17,550419.81,2.1,1.8,부주의,주거
강동소방서,고덕119안전센터,323,강동구,명일동,212697.8525,550364.4899,4.2,1.4,전기적 요인,생활서비스
영등포소방서,여의도119안전센터,343,영등포구,여의도동,193748.45,546773.23,3,1.2,부주의,생활서비스
서대문소방서,연희119안전센터,307,서대문구,대현동,195150.9515,550826.8699,3.8,1.4,부주의,생활서비스
강서소방서,개화119안전센터,310,강서구,방화동,183421.41,551894.63,5.4,1.7,부주의,주거
종로소방서,신교119안전센터,534,종로구,무악동,196384.9881,553003.8941,3.5,2.8,부주의,주거
송파소방서,잠실119안전센터,148,송파구,석촌동,208696.29,544635.42,5.3,1.2,전기적 요인,주거
영등포소방서,영등포119안전센터,459,영등포구,신길동,191389.11,545108.13,2.5,2.5,미상,판매/업무시설
성동소방서,왕십리119안전센터,249,성동구,마장동,203434.13,552151.46,2.2,1,전기적 요인,생활서비스
종로소방서,연건119안전센터,217,종로구,동숭동,200388.3,553750.81,2.4,1.4,부주의,기타
은평소방서,진관119안전센터,430,은평구,불광동,194357.0465,557021.7721,3,3,부주의,자동차/철도차량
영등포소방서,대림119안전센터,206,영등포구,신길동,191879.3274,544804.6846,2.6,1.2,부주의,주거
도봉소방서,쌍문119안전센터,410,도봉구,쌍문동,201632.84,561813.32,2.7,1.7,전기적 요인,주거
강남소방서,영동119안전센터,448,강남구,논현동,203173.3432,546691.0527,4.4,0.5,기계적 요인,주거
영등포소방서,대림119안전센터,204,영등포구,대림동,191252.45,544280.96,3.8,1.8,부주의,주거
서초소방서,잠원119안전센터,557,서초구,잠원동,201497.86,546217.48,5.9,3.7,부주의,생활서비스
노원소방서,하계119안전센터,252,노원구,하계동,206434.6099,560069.8705,0.8,0.8,전기적 요인,판매/업무시설
서초소방서,방배119안전센터,301,서초구,방배동,198510.61,542616.37,3,1.5,부주의,자동차/철도차량
은평소방서,진관119안전센터,351,은평구,대조동,193316.09,557279.3,1.7,1.7,미상,주거
은평소방서,녹번119안전센터,218,은평구,녹번동,194047.98,555806.08,3.7,0.5,부주의,주거
구로소방서,구로119안전센터,400,구로구,구로동,190057.45,543817.78,3.5,1.5,전기적 요인,생활서비스
서대문소방서,연희119안전센터,452,서대문구,창천동,193733.14,551070.53,2.8,2.8,부주의,주거
강남소방서,삼성119안전센터,243,강남구,청담동,203886.28,546996.1,3.5,0.6,전기적 요인,생활서비스
송파소방서,가락119안전센터,444,송파구,문정동,210792.7376,542815.9033,3.5,1.5,전기적 요인,산업시설
강북소방서,번동119안전센터,201,강북구,수유동,201806.27,559908.87,2.6,1.5,전기적 요인,기타서비스
강남소방서,역삼119안전센터,623,강남구,역삼동,203849.86,545303.88,3,1.6,부주의,주거
성북소방서,길음119안전센터,431,성북구,정릉동,199716.4852,556612.1012,4,2,부주의,기타서비스
성북소방서,종암119안전센터,331,성북구,돈암동,202434.77,555953.49,2,2,부주의,주거
서대문소방서,홍은119안전센터,325,서대문구,홍은동,195643.5049,555920.0114,4,0.8,부주의,주거
강남소방서,역삼119안전센터,434,강남구,역삼동,203450.54,544812.42,2.6,1.1,부주의,생활서비스
은평소방서,녹번119안전센터,317,은평구,응암동,192749.84,554030.04,5.4,0.7,부주의,판매/업무시설
노원소방서,공릉119안전센터,543,노원구,공릉동,205899.31,558842.72,2.5,3,전기적 요인,주거
중부소방서,무학119안전센터,246,중구,광희동2가,200666.8767,551659.1454,1.2,0.5,전기적 요인,운수자동차시설
관악소방서,관악119안전센터,303,관악구,봉천동,196121.69,542017.41,0.9,0.9,부주의,생활서비스
도봉소방서,방학119안전센터,306,도봉구,방학동,203402.51,562977.63,1,1,미상,산업시설
금천소방서,시흥119안전센터,326,금천구,시흥동,191036.2952,539416.7333,2,1,부주의,판매/업무시설
서초소방서,우면119안전센터,501,서초구,서초동,200571.35,542224.81,5.5,2.2,부주의,주거
강남소방서,영동119안전센터,459,강남구,논현동,202351.45,545863.04,5,2,부주의,주거
마포소방서,신수119안전센터,130,마포구,신수동,194310.07,550201.791,0.4,0.4,전기적 요인,교육시설
종로소방서,신교119안전센터,208,종로구,통인동,197427.58,553401.65,2,0.6,전기적 요인,생활서비스
강서소방서,등촌119안전센터,430,강서구,등촌동,186048.9433,551884.5901,3.2,2.3,부주의,판매/업무시설
용산소방서,후암119안전센터,218,용산구,동자동,197730.1905,550321.8155,1.5,0.9,부주의,기타
성동소방서,행당119안전센터,201,성동구,행당동,203510.28,551145.57,1.5,1.5,부주의,생활서비스
강남소방서,영동119안전센터,400,강남구,청담동,204015.5613,546889.8783,3.3,1,부주의,주거
은평소방서,진관119안전센터,532,은평구,진관동,193087.7836,560482.5442,1.5,1.5,부주의,주거
용산소방서,이태원119안전센터,258,용산구,한남동,199734.1603,548315.7896,1.8,0.8,부주의,기타
용산소방서,한강로119안전센터,329,용산구,효창동,196803.8107,548904.0863,1.3,1.3,미상,주거
성북소방서,돈암119안전센터,220,성북구,삼선동5가,201342.83,554308.64,1.6,1,부주의,기타
서대문소방서,홍은119안전센터,627,서대문구,홍은동,193904.96,554218.11,1.5,2.5,부주의,기타
강서소방서,개화119안전센터,858,강서구,개화동,183270.06,554036.31,6.9,0.9,미상,기타
관악소방서,관악119안전센터,352,관악구,신림동,194694.1327,541362.0769,3.1,3.1,부주의,기타
동대문소방서,전농119안전센터,308,동대문구,전농동,204565.6393,553578.4479,4.2,1,전기적 요인,주거
서대문소방서,연희119안전센터,254,서대문구,연희동,193678.78,551850.04,1.2,1.2,부주의,기타
광진소방서,구의119안전센터,411,광진구,자양동,207814.88,548215.82,2,2,부주의,주거
마포소방서,성산119안전센터,330,마포구,성산동,192045.73,551044.88,3.5,2.5,부주의,주거
서대문소방서,연희119안전센터,159,서대문구,창천동,194544.01,550942.42,2.7,2,부주의,생활서비스
동작소방서,노량진119안전센터,626,동작구,노량진동,194740.36,545207.61,3.4,1.5,부주의,주거
송파소방서,마천119안전센터,315,송파구,가락동,211392.45,544635.75,1.6,1.6,기계적 요인,자동차/철도차량
강북소방서,미아119안전센터,320,강북구,미아동,202791.4,556773.95,3.5,1.2,부주의,기타
강남소방서,역삼119안전센터,322,강남구,역삼동,203001.15,545316.713,5.2,3.4,부주의,자동차/철도차량
구로소방서,고일119안전센터,500,구로구,개봉동,186992.4439,543360.6807,1.9,3.1,부주의,주거
양천소방서,신정119안전센터,400,양천구,신월동,185680.88,547230.86,3.7,1.9,부주의,기타
은평소방서,수색119안전센터,300,은평구,증산동,191773.97,553921.99,5.9,2.1,부주의,주거
강동소방서,성내119안전센터,336,강동구,둔촌동,212245.13,547778.3,2,2,부주의,주거
영등포소방서,대림119안전센터,312,영등포구,신길동,191693.4941,544907.1958,2.6,1.1,미상,교육시설
성북소방서,종암119안전센터,255,성북구,종암동,203161.07,555239.38,1.5,1.5,부주의,기타
광진소방서,구의119안전센터,432,광진구,자양동,207482.4025,548208.767,1.6,1.6,부주의,자동차/철도차량
서초소방서,잠원119안전센터,424,서초구,서초동,202131.79,544921.27,3.9,2.8,전기적 요인,판매/업무시설
성북소방서,종암119안전센터,538,성북구,안암동2가,202086.3638,554082.029,4,2.9,부주의,기타
동대문소방서,전농119안전센터,331,동대문구,전농동,205091.6,553414.75,3.2,1.8,부주의,주거
동대문소방서,장안119안전센터,10,동대문구,장안동,205814.66,551590.01,0.1,0.1,부주의,생활서비스
동대문소방서,전농119안전센터,441,동대문구,제기동,203560.55,553347.67,4.3,1,전기적 요인,산업시설
은평소방서,수색119안전센터,314,은평구,신사동,192249.59,554690.99,4.4,2.9,부주의,기타
구로소방서,공단119안전센터,519,구로구,구로동,190887.99,542326.34,5.5,0.7,부주의,생활서비스
도봉소방서,쌍문119안전센터,601,도봉구,쌍문동,201392.46,562228.72,4,3.8,부주의,주거
영등포소방서,대림119안전센터,316,영등포구,신길동,191932.2856,544230.0746,2.5,1,부주의,주거
금천소방서,금천119안전센터,413,금천구,가산동,190704.32,542000.94,1.8,1.8,부주의,주거
관악소방서,신림119안전센터,330,관악구,신림동,192660.66,542964.74,5.1,1.1,부주의,주거
중랑소방서,망우119안전센터,351,중랑구,망우동,208727.654,555494.0959,2.3,0.5,부주의,주거
송파소방서,가락119안전센터,638,송파구,가락동,211080.0499,544839.9718,2.5,2,기계적 요인,자동차/철도차량
강서소방서,마곡119안전센터,450,강서구,내발산동,184334.2747,550171.9376,4.2,2.2,전기적 요인,주거
용산소방서,한강로119안전센터,151,용산구,한강로1가,197695.72,548321.49,0.3,0.3,전기적 요인,생활서비스
서초소방서,방배119안전센터,600,서초구,방배동,199049.0989,540328.9363,5.9,2.9,전기적 요인,주거
서초소방서,반포119안전센터,0,서초구,방배동,199069.1675,543261.5595,3,3,미상,주거
영등포소방서,신길119안전센터,329,영등포구,신길동,193000.22,545678.9,2.8,0.5,부주의,주거
마포소방서,신수119안전센터,331,마포구,서교동,193093.81,550289.27,1.6,0.9,부주의,기타
강남소방서,영동119안전센터,117,강남구,신사동,203015.3695,546947.1192,4,0.4,미상,판매/업무시설
송파소방서,방이119안전센터,335,송파구,방이동,210978.001,545356.1977,2.1,1.7,부주의,주거
구로소방서,신도림119안전센터,328,구로구,구로동,189859.1799,544862.6142,2.8,1.4,방화,주거
강남소방서,영동119안전센터,430,강남구,논현동,202363.72,545668.12,5,2.3,부주의,판매/업무시설
중부소방서,충무로119안전센터,511,중구,예장동,199229.3607,551091.5828,2.8,0.8,부주의,자동차/철도차량
노원소방서,월계119안전센터,329,노원구,월계동,205654.7713,557261.7611,4,3,전기적 요인,집합시설
은평소방서,역촌119안전센터,257,은평구,갈현동,192479.26,557721.59,1.6,1.8,부주의,주거
강남소방서,삼성119안전센터,407,강남구,삼성동,204424.7413,546539.5354,2.4,1.7,전기적 요인,생활서비스
성동소방서,성수119안전센터,454,성동구,성수동2가,204598.3116,549080.4876,2.3,1.2,미상,주거
서초소방서,우면119안전센터,319,서초구,서초동,201534.39,542733.76,4.3,1.1,부주의,주거
양천소방서,신정119안전센터,159,양천구,신월동,186151.63,546679.36,3.6,1,미상,의료/복지시설
서대문소방서,연희119안전센터,416,서대문구,신촌동,194138.8416,551509.7259,2.5,2.5,부주의,교육시설
구로소방서,구로119안전센터,406,구로구,구로동,189575.43,543270.46,3.6,0.7,부주의,주거
영등포소방서,대림119안전센터,348,영등포구,신길동,192017.3968,544831.2794,2.6,1.3,기계적 요인,주거
노원소방서,상계119안전센터,126,노원구,상계동,206042.5717,561829.1887,3,0.5,미상,주거
금천소방서,금천119안전센터,232,금천구,독산동,191572.3455,541231.2983,1.5,1.5,전기적 요인,주거
강서소방서,방화119안전센터,804,강서구,방화동,183820.1313,554060.4196,6.1,6.1,미상,자동차/철도차량
은평소방서,수색119안전센터,300,은평구,수색동,191272.1576,554061.0225,7,3,기타,주거
강동소방서,길동119안전센터,324,강동구,길동,212681.4893,548776.8028,3.5,0.5,부주의,기타
중부소방서,충무로119안전센터,339,중구,무교동,198137.82,551971.79,3.8,1,부주의,기타
중랑소방서,망우119안전센터,450,중랑구,면목동,207944.62,554271.62,4.2,1.6,부주의,기타
영등포소방서,여의도119안전센터,352,영등포구,여의도동,193549.7516,547358.0089,2.4,1.9,부주의,판매/업무시설
영등포소방서,영등포119안전센터,412,영등포구,신길동,191495.59,545146.75,2.8,2.8,부주의,주거
노원소방서,상계119안전센터,430,노원구,중계동,206765.8977,561862.0581,2.5,0.7,부주의,주거
영등포소방서,여의도119안전센터,243,영등포구,여의도동,192593.9281,547390.5228,2.2,1.7,부주의,기타
마포소방서,서교119안전센터,440,마포구,연남동,192787.09,551177.29,2.4,1.5,부주의,주거
광진소방서,구의119안전센터,141,광진구,구의동,207989.5,549422.68,1,1,전기적 요인,주거
강북소방서,우이119안전센터,441,강북구,우이동,201054.7096,561992.8565,4.8,3,부주의,기타
성북소방서,종암119안전센터,430,성북구,상월곡동,204231.5771,556243.7817,3,3,부주의,기타
중부소방서,충무로119안전센터,442,중구,을지로2가,198561.8613,551746.4302,2.3,1.7,전기적 요인,생활서비스
강서소방서,마곡119안전센터,230,강서구,마곡동,184649.9623,551114.3989,3.4,1.3,부주의,판매/업무시설
종로소방서,연건119안전센터,311,종로구,종로5가,200065.99,552342.25,2.1,1.6,전기적 요인,생활서비스
종로소방서,종로119안전센터,204,종로구,돈의동,199181.34,552412.73,1.2,0.3,부주의,판매/업무시설
성북소방서,돈암119안전센터,455,성북구,성북동,199074.6624,555308.3036,4.5,3.5,기계적 요인,자동차/철도차량
서초소방서,서초119안전센터,330,서초구,서초동,202463.03,544099.13,5,1.5,기계적 요인,주거
서대문소방서,북아현119안전센터,346,서대문구,북아현동,195643.8458,551132.5552,3.8,1,전기적 요인,주거
송파소방서,가락119안전센터,337,송파구,가락동,209724.6734,544254.2426,3.5,1.5,기계적 요인,주거
성동소방서,행당119안전센터,439,성동구,성수동1가,204418.4367,549681.1986,1.6,1.6,전기적 요인,산업시설
도봉소방서,도봉119안전센터,414,도봉구,도봉동,203638.78,563403.57,0.8,2.6,기계적 요인,판매/업무시설
영등포소방서,영등포119안전센터,230,영등포구,영등포동,191905.53,545964.35,1.3,1.3,방화,주거
중랑소방서,중화119안전센터,446,중랑구,중화동,206410.07,555248.21,3.6,1,부주의,주거
송파소방서,잠실119안전센터,348,송파구,석촌동,209215.8995,545184.9946,3.8,1.2,부주의,주거
은평소방서,진관119안전센터,426,은평구,대조동,193584.52,556940.11,2.1,2.1,부주의,주거
영등포소방서,당산119안전센터,936,영등포구,양화동,190006.803,549473.0434,5.5,3.5,기계적 요인,자동차/철도차량
성북소방서,종암119안전센터,429,성북구,안암동2가,202092.45,554245.15,3.2,3.2,부주의,주거
관악소방서,신림119안전센터,417,관악구,신림동,193646.5,542938.43,3.7,0.9,부주의,주거
영등포소방서,영등포119안전센터,418,영등포구,도림동,190916.23,545466.84,2.1,2.1,부주의,주거
성북소방서,길음119안전센터,121,성북구,정릉동,201692.37,555725.93,2.5,1.5,부주의,주거
송파소방서,종합운동장119안전센터,842,송파구,잠실동,207316.04,545289.26,5.8,1.2,부주의,주거
강동소방서,고덕119안전센터,339,강동구,천호동,212627.9293,550137.4199,6.5,2.5,미상,자동차/철도차량
도봉소방서,도봉119안전센터,327,도봉구,도봉동,203961.0983,564892.0171,2.3,1,부주의,주거
마포소방서,서교119안전센터,150,마포구,연남동,192899.0527,550971.6151,2.9,1.3,부주의,생활서비스
노원소방서,수락119안전센터,411,노원구,상계동,205205.52,564809.86,6,2,자연적인 요인,생활서비스
중랑소방서,면목119안전센터,430,중랑구,면목동,206784.7739,553137.5485,6,1.5,교통사고,자동차/철도차량
마포소방서,서교119안전센터,310,마포구,서교동,193027.8,550272.54,1.8,0.9,전기적 요인,생활서비스
송파소방서,가락119안전센터,456,송파구,송파동,210337.665,544809.5728,3.5,2.4,전기적 요인,생활서비스
영등포소방서,여의도119안전센터,649,영등포구,여의도동,192587.0376,547497.4919,2.5,1.9,기계적 요인,자동차/철도차량
영등포소방서,신길119안전센터,334,영등포구,신길동,192253.06,545808.72,1.6,1.1,부주의,주거
마포소방서,성산119안전센터,240,마포구,성산동,191485.2501,551816.1994,6.1,0.7,전기적 요인,자동차/철도차량
강북소방서,번동119안전센터,330,강북구,수유동,202116.4975,559935.1396,1.7,1.7,전기적 요인,생활서비스
성북소방서,돈암119안전센터,223,성북구,보문동2가,201517.9746,554194.7022,2.6,1.3,전기적 요인,판매/업무시설
마포소방서,염리119안전센터,230,마포구,염리동,195444.77,550746.41,2.1,2.4,전기적 요인,주거
구로소방서,수궁119안전센터,445,구로구,오류동,186391.77,543717.27,3.4,2.2,부주의,주거
중랑소방서,망우119안전센터,416,중랑구,면목동,207835.14,554524.05,3.5,2.5,미상,주거
마포소방서,공덕119안전센터,400,마포구,공덕동,196417.27,549860.91,3.2,0.7,부주의,판매/업무시설
강동소방서,암사119안전센터,257,강동구,암사동,212414.81,550962.59,6.3,1.9,전기적 요인,주거
관악소방서,관악119안전센터,420,관악구,신림동,194057.05,541066.6787,2.9,2.9,부주의,기타
성동소방서,성수119안전센터,425,성동구,성수동2가,204746.58,549867.19,2,2.1,전기적 요인,판매/업무시설
관악소방서,관악119안전센터,250,관악구,남현동,198607.26,541097.4,4.5,1.4,전기적 요인,산업시설
은평소방서,녹번119안전센터,235,은평구,응암동,193047.44,555718.785,3.4,1.4,기계적 요인,기타
서초소방서,양재119안전센터,426,서초구,양재동,203233.94,542579.03,6.5,1.8,부주의,생활서비스
동작소방서,상도119안전센터,355,동작구,상도동,194392.8077,545102.213,3.5,2,미상,기타
성북소방서,길음119안전센터,225,성북구,길음동,202210.3601,556034.9061,1.2,1.2,부주의,기타
노원소방서,상계119안전센터,902,노원구,상계동,206971.4675,563632.2213,4.8,2.2,부주의,주거
